senseval2.d000.s000.t000 art.n.02
semeval2013.d008.s018.t001 economic_commission_for_latin_america.n.01
semeval2013.d008.s018.t002 week.n.03
semeval2013.d008.s018.t003 proportion.n.01
semeval2013.d008.s018.t004 poverty.n.01
semeval2013.d008.s018.t005 year.n.01
semeval2013.d008.s019.t000 temper.n.02
semeval2013.d008.s019.t001 country.n.02
semeval2013.d008.s019.t002 country.n.02
semeval2013.d008.s019.t003 chart.n.01
semeval2013.d008.s020.t000 brazil.n.01
semeval2013.d008.s020.t001 performance.n.03
semeval2013.d008.s020.t002 popularity.n.01
semeval2013.d008.s020.t003 president.n.03
semeval2013.d008.s020.t004 sense.n.01
semeval2013.d008.s020.t005 advancement.n.03
semeval2013.d008.s021.t000 mexico.n.01
semeval2013.d008.s021.t001 central_america.n.01
semeval2013.d008.s021.t002 recession.n.01
semeval2013.d008.s021.t003 crime.n.01
semeval2013.d008.s022.t000 time.n.01
semeval2013.d008.s022.t001 poll.n.01
semeval2013.d008.s022.t002 respondent.n.02
semeval2013.d008.s022.t003 latin_america.n.01
semeval2013.d008.s022.t004 whole.n.01
semeval2013.d008.s022.t005 crime.n.01
semeval2013.d008.s022.t006 unemployment.n.01
semeval2013.d008.s022.t007 problem.n.01
semeval2013.d008.s022.t008 state.n.04
semeval2013.d008.s022.t009 chart.n.01
semeval2013.d008.s023.t000 relative.n.01
semeval2013.d008.s023.t001 victim.n.02
semeval2013.d008.s023.t002 crime.n.01
semeval2013.d008.s023.t003 year.n.01
semeval2013.d008.s023.t004 year.n.01
semeval2013.d008.s023.t005 digit.n.01
semeval2013.d008.s024.t000 performance.n.03
semeval2013.d008.s024.t001 support.n.01
semeval2013.d008.s024.t002 market_economy.n.01
semeval2013.d008.s024.t003 market_economy.n.01
semeval2013.d008.s024.t004 respondent.n.02
semeval2013.d008.s024.t005 region.n.01
semeval2013.d008.s024.t006 market_economy.n.01
semeval2013.d008.s024.t007 development.n.02
semeval2013.d008.s024.t008 chart.n.01
semeval2013.d008.s025.t000 market_economy.n.01
semeval2013.d008.s025.t001 system.n.07
semeval2013.d008.s025.t002 state.n.04
semeval2013.d008.s025.t003 year.n.01
semeval2013.d008.s026.t000 respondent.n.02
semeval2013.d008.s026.t001 venezuela.n.01
semeval2013.d008.s026.t002 position.n.03
semeval2013.d008.s026.t003 market_economy.n.01
semeval2013.d008.s026.t004 president.n.03
semeval2013.d008.s026.t005 company.n.01
semeval2013.d008.s027.t000 brazil.n.01
semeval2013.d008.s027.t001 state.n.04
semeval2013.d008.s027.t002 leadership.n.01
semeval2013.d008.s027.t003 region.n.01
semeval2013.d008.s027.t004 respondent.n.02
semeval2013.d008.s027.t005 year.n.01
semeval2013.d008.s027.t006 united_states.n.01
semeval2013.d008.s027.t007 year.n.01
semeval2013.d008.s027.t008 venezuela.n.01
semeval2013.d008.s027.t009 year.n.01
semeval2013.d008.s028.t000 united_states.n.01
semeval2013.d008.s028.t001 state.n.04
semeval2013.d008.s028.t002 respondent.n.02
semeval2013.d008.s028.t003 mexico.n.01
semeval2013.d008.s028.t004 central_america.n.01
semeval2013.d008.s028.t005 venezuela.n.01
semeval2013.d008.s028.t006 eminence.n.01
semeval2013.d008.s028.t007 ecuador.n.01
semeval2013.d008.s028.t008 dominican_republic.n.01
semeval2013.d008.s028.t009 nicaragua.n.01
semeval2013.d009.s000.t000 healthcare.n.01
semeval2013.d009.s000.t001 law.n.06
semeval2013.d009.s000.t002 rival.n.01
semeval2013.d009.s000.t003 court.n.01
semeval2013.d009.s000.t004 lawsuit.n.01
semeval2013.d009.s001.t000 day.n.03
semeval2013.d009.s001.t001 supreme_court.n.01
semeval2013.d009.s001.t002 question.n.02
semeval2013.d009.s001.t003 challenge.n.02
semeval2013.d009.s001.t004 healthcare.n.01
semeval2013.d009.s001.t005 law.n.02
semeval2013.d009.s001.t006 judge.n.01
semeval2013.d009.s001.t007 dinner.n.02
semeval2013.d009.s001.t008 law_firm.n.01
semeval2013.d009.s001.t009 lawsuit.n.01
semeval2013.d009.s001.t010 supreme_court.n.02
semeval2013.d009.s002.t000 affair.n.03
semeval2013.d009.s002.t001 thursday.n.01
semeval2013.d009.s002.t002 judge.n.01
semeval2013.d009.s002.t003 conference.n.01
semeval2013.d009.s002.t004 request.n.01
semeval2013.d009.s002.t005 reappraisal.n.01
semeval2013.d009.s003.t000 lawsuit.n.01
semeval2013.d009.s003.t001 issue.n.01
semeval2013.d009.s003.t002 lawsuit.n.01
semeval2013.d009.s003.t003 state.n.01
semeval2013.d009.s003.t004 healthcare.n.01
semeval2013.d009.s003.t005 renovation.n.01
semeval2013.d009.s003.t006 congress.n.01
semeval2013.d009.s003.t007 year.n.01
semeval2013.d009.s003.t008 law.n.02
semeval2013.d009.s003.t009 war_cry.n.01
semeval2013.d009.s003.t010 militant.n.01
semeval2013.d009.s004.t000 judge.n.01
semeval2013.d009.s004.t001 lawsuit.n.01
semeval2013.d009.s004.t002 hour.n.01
semeval2013.d009.s004.t003 controversy.n.01
semeval2013.d009.s004.t004 march.n.01
semeval2013.d009.s004.t005 result.n.03
semeval2013.d009.s004.t006 race.n.01
semeval2013.d009.s004.t007 swing.n.01
semeval2013.d009.s004.t008 time.n.04
semeval2013.d009.s004.t009 court.n.01
semeval2013.d009.s004.t010 decision.n.02
semeval2013.d009.s005.t000 lawyer.n.01
semeval2013.d009.s005.t001 court.n.01
semeval2013.d009.s005.t002 law.n.02
semeval2013.d009.s006.t000 law_firm.n.01
semeval2013.d009.s006.t001 twenty-four.n.01
semeval2013.d009.s006.t002 firm.n.01
semeval2013.d009.s006.t003 dinner.n.02
semeval2013.d009.s006.t004 legal_principle.n.01
semeval2013.d009.s007.t000 firm.n.01
semeval2013.d009.s007.t001 dinner.n.02
semeval2013.d009.s007.t002 law.n.02
semeval2013.d009.s008.t000 patron.n.03
semeval2013.d009.s008.t001 giant.n.03
semeval2013.d009.s008.t002 interest.n.05
semeval2013.d009.s008.t003 result.n.03
semeval2013.d009.s008.t004 litigation.n.01
semeval2013.d009.s009.t000 dinner.n.02
semeval2013.d009.s009.t001 washington.n.01
semeval2013.d009.s009.t002 hotel.n.01
semeval2013.d009.s009.t003 hour.n.01
semeval2013.d009.s009.t004 court.n.01
semeval2013.d009.s009.t005 conference.n.01
semeval2013.d009.s009.t006 lawsuit.n.01
semeval2013.d009.s010.t000 attendance.n.01
semeval2013.d009.s010.t001 senate.n.01
semeval2013.d009.s010.t002 adversary.n.01
semeval2013.d009.s011.t000 guest.n.01
semeval2013.d009.s011.t001 dinner.n.01
semeval2013.d009.s012.t000 judge.n.01
semeval2013.d009.s012.t001 event.n.01
semeval2013.d009.s012.t002 year.n.01
semeval2013.d009.s013.t000 nothing.n.01
semeval2013.d009.s013.t001 ethic.n.02
semeval2013.d009.s013.t002 rule.n.01
semeval2013.d009.s014.t000 fact.n.03
semeval2013.d009.s014.t001 judge.n.01
semeval2013.d009.s014.t002 code_of_conduct.n.01
semeval2013.d009.s014.t003 action.n.01
semeval2013.d009.s014.t004 judge.n.01
semeval2013.d009.s015.t000 code.n.01
semeval2013.d009.s015.t001 canon.n.01
semeval2013.d009.s015.t002 judge.n.01
semeval2013.d009.s015.t003 event.n.01
semeval2013.d009.s015.t004 organization.n.01
semeval2013.d009.s015.t005 judge.n.01
semeval2013.d009.s015.t006 speaker.n.01
semeval2013.d009.s015.t007 guest_of_honor.n.01
semeval2013.d009.s015.t008 broadcast.n.02
semeval2013.d009.s015.t009 event.n.01
semeval2013.d009.s016.t000 proximity.n.01
semeval2013.d009.s016.t001 law_firm.n.01
semeval2013.d009.s016.t002 lawsuit.n.01
semeval2013.d009.s016.t003 company.n.01
semeval2013.d009.s016.t004 interest.n.05
semeval2013.d009.s016.t005 militant.n.01
semeval2013.d009.s017.t000 breach.n.01
semeval2013.d009.s017.t001 ethic.n.02
semeval2013.d009.s017.t002 indifference.n.01
semeval2013.d009.s017.t003 code.n.01
semeval2013.d009.s017.t004 claim.n.02
semeval2013.d009.s017.t005 judge.n.01
semeval2013.d009.s017.t006 court.n.01
semeval2013.d009.s017.t007 rule.n.01
semeval2013.d009.s017.t008 president.n.01
semeval2013.d009.s018.t000 judge.n.01
semeval2013.d009.s018.t001 fundraiser.n.02
semeval2013.d009.s018.t002 lawyer.n.01
semeval2013.d009.s018.t003 lawsuit.n.01
semeval2013.d009.s018.t004 court.n.01
semeval2013.d009.s019.t000 appearance.n.05
semeval2013.d009.s019.t001 aid.n.02
semeval2013.d009.s019.t002 event.n.01
semeval2013.d009.s019.t003 claim.n.04
semeval2013.d009.s019.t004 impartiality.n.01
semeval2013.d009.s020.t000 attentiveness.n.01
semeval2013.d009.s020.t001 critic.n.02
semeval2013.d009.s020.t002 business.n.05
semeval2013.d009.s020.t003 court.n.01
semeval2013.d009.s020.t004 group.n.01
semeval2013.d009.s021.t000 wife.n.01
semeval2013.d009.s021.t001 militant.n.01
semeval2013.d009.s022.t000 conservative.n.01
semeval2013.d009.s022.t001 judge.n.01
semeval2013.d009.s022.t002 issue.n.01
semeval2013.d009.s023.t000 solicitor_general.n.01
semeval2013.d009.s023.t001 administration.n.02
semeval2013.d009.s023.t002 challenge.n.02
semeval2013.d009.s023.t003 law.n.02
semeval2013.d009.s023.t004 trial_court.n.01
semeval2013.d009.s023.t005 degree.n.02
semeval2013.d009.s024.t000 critic.n.02
semeval2013.d009.s024.t001 lawsuit.n.01
semeval2013.d009.s024.t002 law.n.01
semeval2013.d009.s025.t000 indication.n.01
semeval2013.d010.s000.t000 acquaintance.n.01
semeval2013.d010.s001.t000 player.n.01
semeval2013.d010.s001.t001 spain.n.01
semeval2013.d010.s001.t002 game.n.01
semeval2013.d010.s002.t000 side.n.02
semeval2013.d010.s002.t001 costa_rica.n.01
semeval2013.d010.s002.t002 player.n.01
semeval2013.d010.s002.t003 game.n.01
semeval2013.d010.s003.t000 contrast.n.01
semeval2013.d010.s003.t001 costa_rica.n.01
semeval2013.d010.s003.t002 player.n.01
semeval2013.d010.s003.t003 state.n.04
semeval2013.d010.s003.t004 game.n.01
semeval2013.d010.s003.t005 today.n.01
semeval2013.d010.s003.t006 san_jose.n.01
semeval2013.d010.s004.t000 europe.n.01
semeval2013.d010.s004.t001 first.n.01
semeval2013.d010.s004.t002 top.n.01
semeval2013.d010.s004.t003 record.n.03
semeval2013.d010.s004.t004 choice.n.02
semeval2013.d010.s004.t005 game.n.01
semeval2013.d010.s005.t000 number.n.02
semeval2013.d010.s005.t001 friday.n.01
semeval2013.d010.s005.t002 game.n.01
semeval2013.d010.s005.t003 panama.n.01
semeval2013.d010.s006.t000 football_player.n.01
semeval2013.d010.s006.t001 league.n.01
semeval2013.d010.s006.t002 baseball_club.n.01
semeval2013.d010.s006.t003 england.n.01
semeval2013.d010.s006.t004 year.n.01
semeval2013.d010.s006.t005 league.n.01
semeval2013.d010.s006.t006 cup.n.08
semeval2013.d010.s006.t007 contest.n.01
semeval2013.d010.s006.t008 jolt.n.01
semeval2013.d010.s007.t000 experience.n.01
semeval2013.d010.s007.t001 world_cup.n.01
semeval2013.d010.s008.t000 player.n.01
semeval2013.d010.s008.t001 experience.n.01
semeval2013.d010.s008.t002 area.n.01
semeval2013.d010.s008.t003 grade.n.02
semeval2013.d010.s009.t000 flower.n.03
semeval2013.d010.s009.t001 choice.n.01
semeval2013.d010.s009.t002 goalkeeper.n.01
semeval2013.d010.s009.t003 saturday.n.01
semeval2013.d010.s009.t004 england.n.01
semeval2013.d010.s009.t005 game.n.01
semeval2013.d010.s009.t006 london.n.01
semeval2013.d010.s009.t007 record.n.06
semeval2013.d010.s009.t008 goalkeeper.n.01
semeval2013.d010.s009.t009 match.n.02
semeval2013.d010.s010.t000 today.n.01
semeval2013.d010.s010.t001 record.n.03
semeval2013.d010.s010.t002 match.n.02
semeval2013.d010.s011.t000 player.n.01
semeval2013.d010.s011.t001 match.n.04
semeval2013.d010.s012.t000 week.n.01
semeval2013.d010.s012.t001 player.n.01
semeval2013.d010.s012.t002 team.n.01
semeval2013.d010.s012.t003 match.n.02
semeval2013.d010.s012.t004 striker.n.01
semeval2013.d010.s013.t000 number.n.01
semeval2013.d010.s013.t001 game.n.01
semeval2013.d010.s015.t000 side.n.01
semeval2013.d010.s015.t001 match.n.01
semeval2013.d010.s015.t002 striker.n.01
semeval2013.d010.s016.t000 game.n.01
semeval2013.d010.s018.t000 match.n.02
semeval2013.d010.s018.t001 spain.n.01
semeval2013.d010.s019.t000 side.n.02
semeval2013.d010.s019.t001 presence.n.01
semeval2013.d010.s020.t000 remainder.n.01
semeval2013.d010.s021.t000 game.n.01
semeval2013.d010.s021.t001 costa_rica.n.01
semeval2013.d010.s022.t000 scorekeeper.n.01
semeval2013.d010.s022.t001 goal.n.04
semeval2013.d010.s023.t000 point.n.10
semeval2013.d011.s000.t000 immigration.n.01
semeval2013.d011.s000.t001 burden.n.01
semeval2013.d011.s000.t002 opportunity.n.01
semeval2013.d011.s000.t003 economy.n.01
semeval2013.d011.s001.t000 immigration.n.01
semeval2013.d011.s001.t001 policy.n.01
semeval2013.d011.s001.t002 aspect.n.01
semeval2013.d011.s001.t003 congestion.n.02
semeval2013.d011.s001.t004 police.n.01
semeval2013.d011.s001.t005 service.n.04
semeval2013.d011.s001.t006 policy.n.01
semeval2013.d011.s001.t007 number.n.02
semeval2013.d011.s001.t008 compatibility.n.02
semeval2013.d011.s001.t009 policy.n.01
semeval2013.d011.s001.t010 status.n.01
semeval2013.d011.s001.t011 state.n.04
semeval2013.d011.s001.t012 state.n.04
semeval2013.d011.s001.t013 human_right.n.01
semeval2013.d011.s002.t000 harassment.n.02
semeval2013.d011.s002.t001 student.n.01
semeval2013.d011.s002.t002 france.n.01
semeval2013.d011.s002.t003 endowment.n.01
semeval2013.d011.s002.t004 bricklayer.n.01
semeval2013.d011.s002.t005 waiter.n.01
semeval2013.d011.s003.t000 point_of_view.n.01
semeval2013.d011.s004.t000 batch.n.02
semeval2013.d011.s004.t001 consensus.n.01
semeval2013.d011.s004.t002 left.n.02
semeval2013.d011.s004.t003 right.n.04
semeval2013.d011.s004.t004 subject.n.01
semeval2013.d011.s005.t000 right.n.04
semeval2013.d011.s005.t001 tone.n.01
semeval2013.d011.s005.t002 unemployed_people.n.01
semeval2013.d011.s005.t003 problem.n.01
semeval2013.d011.s005.t004 state.n.04
semeval2013.d011.s005.t005 worker.n.01
semeval2013.d011.s005.t006 left.n.02
semeval2013.d011.s005.t007 france.n.01
semeval2013.d011.s005.t008 universe.n.01
semeval2013.d011.s005.t009 misery.n.01
semeval2013.d011.s006.t000 difference.n.01
semeval2013.d011.s006.t001 degree.n.01
semeval2013.d011.s006.t002 generosity.n.01
semeval2013.d011.s007.t000 fear.n.01
semeval2013.d011.s007.t001 invasion.n.02
semeval2013.d011.s007.t002 district.n.01
semeval2013.d011.s007.t003 horde.n.01
semeval2013.d011.s007.t004 plumber.n.01
semeval2013.d011.s007.t005 left.n.02
semeval2013.d011.s007.t006 right.n.04
semeval2013.d011.s008.t000 side.n.02
semeval2013.d011.s008.t001 immigrant.n.01
semeval2013.d011.s008.t002 burden.n.01
semeval2013.d011.s008.t003 economy.n.01
semeval2013.d011.s008.t004 society.n.01
semeval2013.d011.s009.t000 difference.n.01
semeval2013.d011.s009.t001 degree.n.01
semeval2013.d011.s009.t002 generosity.n.01
semeval2013.d011.s009.t003 immigrant.n.01
semeval2013.d011.s010.t000 platform.n.02
semeval2013.d011.s010.t001 platitude.n.01
semeval2013.d011.s010.t002 immigration.n.01
semeval2013.d011.s010.t003 problem.n.01
semeval2013.d011.s011.t000 notion.n.02
semeval2013.d011.s011.t001 immigration.n.01
semeval2013.d011.s011.t002 burden.n.01
semeval2013.d011.s011.t003 problem.n.01
semeval2013.d011.s011.t004 asset.n.01
semeval2013.d011.s012.t000 economist.n.01
semeval2013.d011.s012.t001 book.n.01
semeval2013.d011.s012.t002 cognition.n.01
semeval2013.d011.s012.t003 immigration.n.01
semeval2013.d011.s012.t004 people.n.01
semeval2013.d011.s012.t005 migration.n.01
semeval2013.d011.s012.t006 earth.n.01
semeval2013.d011.s012.t007 future.n.01
semeval2013.d011.s012.t008 consensus.n.01
semeval2013.d011.s012.t009 specialist.n.01
semeval2013.d011.s012.t010 impact.n.02
semeval2013.d011.s012.t011 migration.n.01
semeval2013.d011.s012.t012 flow.n.03
semeval2013.d011.s012.t013 economic_growth.n.01
semeval2013.d011.s012.t014 wage.n.01
semeval2013.d011.s012.t015 employment.n.01
semeval2013.d011.s012.t016 state.n.04
semeval2013.d011.s012.t017 immigrant.n.01
semeval2013.d011.s013.t000 immigration.n.01
semeval2013.d011.s013.t001 growth.n.02
semeval2013.d011.s013.t002 employment.n.01
semeval2013.d011.s014.t000 fear.n.01
semeval2013.d011.s014.t001 impact.n.02
semeval2013.d011.s014.t002 immigrant.n.01
semeval2013.d011.s014.t003 notion.n.02
semeval2013.d011.s014.t004 proletarian.n.01
semeval2013.d011.s014.t005 one.n.02
semeval2013.d011.s014.t006 pressure.n.02
semeval2013.d011.s014.t007 wage.n.01
semeval2013.d011.s015.t000 experience.n.02
semeval2013.d011.s015.t001 reality.n.02
semeval2013.d011.s015.t002 immigrant.n.01
semeval2013.d011.s015.t003 surrogate.n.01
semeval2013.d011.s015.t004 labor.n.01
semeval2013.d011.s015.t005 trade.n.02
semeval2013.d011.s015.t006 deficit.n.01
semeval2013.d011.s015.t007 labor.n.01
semeval2013.d011.s016.t000 immigrant.n.01
semeval2013.d011.s016.t001 sector.n.02
semeval2013.d011.s016.t002 labor.n.01
semeval2013.d011.s016.t003 one.n.01
semeval2013.d011.s016.t004 sector.n.02
semeval2013.d011.s016.t005 training.n.01
semeval2013.d011.s016.t006 offer.n.02
semeval2013.d011.s016.t007 employment.n.02
semeval2013.d011.s017.t000 consequence.n.01
semeval2013.d011.s017.t001 wage.n.01
semeval2013.d011.s018.t000 manner.n.01
semeval2013.d011.s018.t001 surgeon.n.01
semeval2013.d011.s018.t002 country.n.02
semeval2013.d011.s018.t003 deficit.n.01
semeval2013.d011.s018.t004 anesthesiologist.n.01
semeval2013.d011.s018.t005 complementarity.n.01
semeval2013.d011.s018.t006 immigrant.n.01
semeval2013.d011.s018.t007 arrival.n.02
semeval2013.d011.s018.t008 immigrant.n.01
semeval2013.d011.s018.t009 consequence.n.01
semeval2013.d011.s018.t010 wage.n.01
semeval2013.d011.s019.t000 rise.n.01
semeval2013.d011.s019.t001 flow.n.03
semeval2013.d011.s019.t002 addition.n.03
semeval2013.d011.s019.t003 wage.n.01
semeval2013.d011.s020.t000 fact.n.01
semeval2013.d011.s020.t001 diverseness.n.01
semeval2013.d011.s020.t002 immigrant.n.01
semeval2013.d011.s020.t003 creation.n.01
semeval2013.d011.s020.t004 idea.n.01
semeval2013.d011.s020.t005 economic_growth.n.01
semeval2013.d011.s020.t006 proportion.n.01
semeval2013.d011.s020.t007 immigrant.n.01
semeval2013.d011.s020.t008 american.n.01
semeval2013.d011.s020.t009 nobel_prize.n.01
semeval2013.d011.s020.t010 winner.n.01
semeval2013.d011.s020.t011 google.n.01
semeval2013.d011.s020.t012 yahoo.n.03
semeval2013.d011.s020.t013 immigrant.n.01
semeval2013.d011.s021.t000 migrant.n.01
semeval2013.d011.s021.t001 subscriber.n.03
semeval2013.d011.s021.t002 social_organization.n.01
semeval2013.d011.s021.t003 budget.n.01
semeval2013.d011.s021.t004 european_country.n.01
semeval2013.d011.s022.t000 populace.n.01
semeval2013.d011.s022.t001 labor.n.01
semeval2013.d011.s022.t002 organization.n.01
semeval2013.d011.s022.t003 example.n.01
semeval2013.d011.s022.t004 germany.n.01
semeval2013.d011.s022.t005 immigrant.n.01
semeval2013.d011.s022.t006 age.n.01
semeval2013.d011.s022.t007 contribution.n.04
semeval2013.d011.s022.t008 reception.n.04
semeval2013.d011.s022.t009 expending.n.01
semeval2013.d011.s022.t010 average.n.01
semeval2013.d011.s022.t011 euro.n.01
semeval2013.d011.s022.t012 budget.n.01
semeval2013.d011.s022.t013 life.n.05
semeval2013.d011.s023.t000 beginning.n.02
semeval2013.d011.s023.t001 mandate.n.01
semeval2013.d011.s023.t002 point.n.02
semeval2013.d011.s023.t003 growth.n.01
semeval2013.d011.s024.t000 question.n.03
semeval2013.d011.s024.t001 immigrant.n.01
semeval2013.d011.s024.t002 consequence.n.01
semeval2013.d012.s000.t000 pound.n.01
semeval2013.d012.s000.t001 fine.n.01
semeval2013.d012.s000.t002 united_states.n.01
semeval2013.d012.s001.t000 trouble.n.03
semeval2013.d012.s001.t001 tumult.n.01
semeval2013.d012.s001.t002 chief_executive_officer.n.01
semeval2013.d012.s001.t003 pound.n.01
semeval2013.d012.s001.t004 fine.n.01
semeval2013.d012.s001.t005 united_states.n.01
semeval2013.d012.s002.t000 problem.n.01
semeval2013.d012.s002.t001 home.n.01
semeval2013.d012.s002.t002 industry.n.01
semeval2013.d012.s002.t003 giant.n.03
semeval2013.d012.s002.t004 past.n.01
semeval2013.d012.s002.t005 united_states.n.01
semeval2013.d012.s002.t006 dollar.n.01
semeval2013.d012.s002.t007 euro.n.01
semeval2013.d012.s002.t008 dispute.n.01
semeval2013.d012.s002.t009 bankruptcy.n.02
semeval2013.d012.s002.t010 credit_union.n.01
semeval2013.d012.s003.t000 issue.n.01
semeval2013.d012.s003.t001 sale.n.01
semeval2013.d012.s004.t000 regulator.n.02
semeval2013.d012.s004.t001 string.n.04
semeval2013.d012.s004.t002 depository_financial_institution.n.01
semeval2013.d012.s004.t003 promise.n.01
semeval2013.d012.s004.t004 credit_union.n.01
semeval2013.d012.s005.t000 value.n.03
semeval2013.d012.s005.t001 security.n.02
semeval2013.d012.s005.t002 crisis.n.01
semeval2013.d012.s005.t003 credit_union.n.01
semeval2013.d012.s006.t000 issue.n.01
semeval2013.d012.s006.t001 party.n.01
semeval2013.d012.s006.t002 court.n.01
semeval2013.d012.s006.t003 spokesman.n.01
semeval2013.d012.s006.t004 new_york.n.01
semeval2013.d012.s007.t000 depository_financial_institution.n.01
semeval2013.d012.s007.t001 blameworthiness.n.01
semeval2013.d012.s007.t002 settlement.n.03
semeval2013.d012.s008.t000 dollar.n.01
semeval2013.d012.s009.t000 president.n.04
semeval2013.d012.s009.t001 responsiveness.n.01
semeval2013.d012.s009.t002 depository_financial_institution.n.01
semeval2013.d012.s010.t000 united_states.n.01
semeval2013.d012.s010.t001 credit_union.n.01
semeval2013.d012.s010.t002 bankruptcy.n.02
semeval2013.d012.s010.t003 customer.n.01
semeval2013.d012.s010.t004 deposit.n.04
semeval2013.d012.s011.t000 compensation.n.01
semeval2013.d012.s011.t001 loss.n.06
semeval2013.d012.s011.t002 billion.n.03
semeval2013.d012.s012.t000 colony.n.01
semeval2013.d012.s012.t001 kind.n.01
semeval2013.d012.s013.t000 regulator.n.02
semeval2013.d012.s013.t001 depository_financial_institution.n.01
semeval2013.d012.s013.t002 summer.n.01
semeval2013.d012.s014.t000 mortgage-backed_security.n.01
semeval2013.d012.s016.t000 destiny.n.01
semeval2013.d012.s016.t001 number.n.01
semeval2013.d012.s016.t002 company.n.01
semeval2013.d012.s016.t003 united_states.n.01
semeval2013.d012.s017.t000 united_states.n.01
semeval2013.d012.s017.t001 september.n.01
semeval2013.d012.s017.t002 acme.n.01
semeval2013.d012.s017.t003 crisis.n.01
semeval2013.d012.s018.t000 depository_financial_institution.n.01
semeval2013.d012.s018.t001 wind.n.01
semeval2013.d012.s018.t002 united_states.n.01
semeval2013.d012.s018.t003 year.n.01
semeval2013.d012.s019.t000 investor.n.01
semeval2013.d012.s019.t001 regulator.n.02
semeval2013.d012.s019.t002 number.n.01
semeval2013.d012.s019.t003 claim.n.03
semeval2013.d012.s019.t004 compensation.n.01
semeval2013.d012.s019.t005 misconduct.n.01
semeval2013.d012.s020.t000 wave.n.04
semeval2013.d012.s020.t001 claim.n.03
semeval2013.d012.s021.t000 depository_financial_institution.n.01
semeval2013.d012.s021.t001 united_states.n.01
semeval2013.d012.s021.t002 lender.n.01
semeval2013.d012.s021.t003 federal_national_mortgage_association.n.01
semeval2013.d012.s021.t004 federal_home_loan_mortgage_corporation.n.01
semeval2013.d012.s021.t005 mortgage.n.01
semeval2013.d012.s021.t006 transaction.n.01
semeval2013.d012.s021.t007 dollar.n.01
semeval2013.d012.s022.t000 legal_action.n.01
semeval2013.d012.s022.t001 transaction.n.01
semeval2013.d012.s022.t002 value.n.03
semeval2013.d012.s022.t003 dollar.n.01
semeval2013.d012.s023.t000 regulator.n.02
semeval2013.d012.s023.t001 depository_financial_institution.n.01
semeval2013.d012.s023.t002 duty.n.01
semeval2013.d012.s023.t003 loss.n.06
semeval2013.d012.s023.t004 sum.n.01
semeval2013.d012.s024.t000 claim.n.01
semeval2013.d012.s024.t001 purpose.n.01
semeval2013.d012.s024.t002 claim.n.01
semeval2015.d000.s000.t000 document.n.01
semeval2015.d000.s000.t001 summary.n.01
semeval2015.d000.s000.t004 appraisal.n.01
semeval2015.d000.s000.t005 report.n.01
semeval2015.d000.s001.t001 committee.n.01
semeval2015.d000.s001.t003 merchandise.n.01
semeval2015.d000.s001.t005 use.n.01
semeval2015.d000.s001.t007 survey.n.01
semeval2015.d000.s001.t010 recommendation.n.01
semeval2015.d000.s001.t012 medicine.n.02
semeval2015.d000.s002.t002 information.n.01
semeval2015.d000.s002.t004 condition.n.01
semeval2015.d000.s002.t005 treatment.n.01
semeval2015.d000.s002.t007 package.n.02
semeval2015.d000.s002.t008 booklet.n.01
semeval2015.d000.s002.t010 part.n.01
semeval2015.d000.s002.t012 doctor.n.01
semeval2015.d000.s002.t013 pharmacist.n.01
semeval2015.d000.s003.t002 information.n.02
semeval2015.d000.s003.t003 footing.n.02
semeval2015.d000.s003.t004 recommendation.n.01
semeval2015.d000.s003.t007 discussion.n.01
semeval2015.d000.s003.t009 part.n.01
semeval2015.d000.s005.t000 powder.n.01
semeval2015.d000.s005.t002 solution.n.01
semeval2015.d000.s005.t003 infusion.n.03
semeval2015.d000.s005.t005 vein.n.01
semeval2015.d000.s006.t002 substance.n.01
semeval2015.d000.s008.t002 type.n.01
semeval2015.d000.s008.t003 cancer.n.01
semeval2015.d000.s008.t005 mesothelioma.n.01
semeval2015.d000.s008.t006 cancer.n.01
semeval2015.d000.s008.t007 lining.n.01
semeval2015.d000.s008.t008 lung.n.01
semeval2015.d000.s008.t011 exposure.n.01
semeval2015.d000.s008.t012 asbestos.n.01
semeval2015.d000.s009.t003 medicine.n.02
semeval2015.d000.s009.t004 cancer.n.01
semeval2015.d000.s009.t006 operation.n.06
semeval2015.d000.s009.t014 region.n.01
semeval2015.d000.s009.t015 body.n.01
semeval2015.d000.s009.t016 patient.n.01
semeval2015.d000.s009.t019 chemotherapy.n.01
semeval2015.d000.s009.t020 medicine.n.02
semeval2015.d000.s009.t021 cancer.n.01
semeval2015.d000.s009.t024 cell.n.02
semeval2015.d000.s009.t025 lung_cancer.n.01
semeval2015.d000.s009.t028 squamous_cell.n.01
semeval2015.d000.s010.t001 combination.n.07
semeval2015.d000.s010.t002 patient.n.01
semeval2015.d000.s010.t005 patient.n.01
semeval2015.d000.s010.t007 type.n.01
semeval2015.d000.s010.t008 chemotherapy.n.01
semeval2015.d000.s010.t009 past.n.01
semeval2015.d000.s011.t000 medicine.n.02
semeval2015.d000.s011.t003 prescription_drug.n.01
semeval2015.d000.s013.t002 supervision.n.01
semeval2015.d000.s013.t003 doctor.n.01
semeval2015.d000.s013.t004 use.n.01
semeval2015.d000.s013.t006 chemotherapy.n.01
semeval2015.d000.s014.t000 dose.n.02
semeval2015.d000.s014.t001 milligram.n.01
semeval2015.d000.s014.t002 square_meter.n.01
semeval2015.d000.s014.t003 body.n.01
semeval2015.d000.s014.t004 area.n.06
